period_days,radius_rearth,depth_true,depth_fit,t14_true,t14_seed
0.5,8,0.0026158719979105555,0.0030573962364245167,0.07779963054380117,0.05
0.5,8,0.003057399557937584,0.003924909945314381,0.08943019042407795,0.05
0.5,8,0.007431803457350298,0.007840907101664137,0.055563147707467876,0.05
0.5,8,0.020929158979576475,0.014691051468300555,0.03798342998860631,0.05
0.5,8,0.005711457357923716,0.00637282991448624,0.06656600401767097,0.05
0.5,8,0.0008230348538411608,0.0003768435361647581,0.11674748894449619,0.05
0.5,8,0.00535791517329871,0.006517487640405663,0.06663085350220765,0.05
0.5,8,0.0036699009413844494,0.004552427291211882,0.07788357979360974,0.05
0.5,8,0.0007937753073538781,0.0008458039630381777,0.10388108634511586,0.05
0.5,8,0.00872109098786928,0.009358079153942832,0.050386691190950864,0.05
0.5,8,0.008675535635777994,0.001470621970024763,0.054315534831051025,0.05
0.5,8,0.003320476621573951,0.00300515693008576,0.065121635919558,0.05
0.5,8,0.00691134820235077,0.008262939358605111,0.05924694660759338,0.05
0.5,12,0.004562539510108274,0.0035060963925150255,0.0944189929086814,0.05
0.5,12,0.01727629028854484,0.008132100696464384,0.05261646874450048,0.05
0.5,12,0.0032329932824982743,0.0010758948700670728,0.12443070335538946,0.05
0.5,12,0.004464371332563767,0.0019053432724951865,0.10189464152462799,0.05
0.5,12,0.006936092981635425,0.005449859635506386,0.08647730559221006,0.05
0.5,12,0.0035472669928969386,0.0020015585093647076,0.09686641127321226,0.05
0.5,12,0.012982976191969208,0.01563968147725795,0.06594410549173757,0.05
0.5,12,0.014727855691477892,0.016720329943358227,0.05887101899179991,0.05
0.5,12,0.006879149005359564,0.0073898493358150715,0.07924847592735784,0.05
0.5,12,0.01672155777903817,0.018726069277900388,0.06002273841463254,0.05
0.5,12,0.04709060770404708,0.035242688965489107,0.04579392359195872,0.05
0.5,12,0.00588571199529875,0.0070645967028013425,0.09105485378305524,0.05
0.5,12,0.01951995518050048,0.01735029018425518,0.048796043369405386,0.05
0.5,12,0.0012868535201448128,0.000899688624218333,0.12132273106982339,0.05
0.5,12,0.007471072398541389,0.005309796198632263,0.0768090688391961,0.05
0.5,12,0.012850779055328361,0.011268635567916555,0.0592278460631596,0.05
0.5,12,0.008257277118115011,0.00810873909060661,0.08320376514492574,0.05
0.5,12,0.0017859944415462255,0.0010032647993697547,0.11882715041887132,0.05
0.5,12,0.01291173612972815,0.015350591947751124,0.06223584974199447,0.05
0.5,12,0.13389525447506423,0.029080645186337864,0.03439291791889429,0.05
0.5,12,0.011016837011205292,0.012854974267979798,0.07223400455268283,0.05
0.5,12,0.055289386041483694,0.030494993567092295,0.04405752428670539,0.05
0.5,12,0.019622454722705875,0.022004885225316854,0.05457995345429017,0.05
0.5,12,0.019250532855233985,0.02058153861591291,0.05912340888317329,0.05
0.5,12,0.07636465699037434,0.058812479099919567,0.0422418527951824,0.05
0.5,12,0.015550533455289237,0.013088759121843437,0.052873337905665986,0.05
0.5,12,0.001851828421142612,0.00024912373749401027,0.12237648017121643,0.05
0.5,12,0.0009782421316178362,0.0011654838242093376,0.11714237017592764,0.1
0.5,12,0.012055309139922098,0.002346948224696696,0.05915165542371886,0.05
0.5,12,0.00986171310086105,0.008781800403824692,0.07587293836057353,0.05
0.5,12,0.010007137156719999,0.011039435955686652,0.06992459364626853,0.05
0.5,12,0.009393392871445503,0.007014313786055065,0.06297904265374794,0.05
0.5,12,0.01496942093799275,0.004821954595912031,0.061651540656278835,0.05
0.5,12,0.0029673959244055676,0.003352822886564154,0.10862520068405228,0.05
0.5,12,0.023030799343292805,0.02171097991502758,0.05290563087776963,0.05
0.5,12,0.020472324112357273,0.020656149307365024,0.05027609052580114,0.05
0.5,12,0.0020475570933015668,0.0012397499065883587,0.10695534959559316,0.05
1.0,1,1.2859919591268138e-05,0.0007478660352644376,0.21092963079597393,0.05
0.5,12,0.015550533455289237,0.018635921123085566,0.061638960572374495,0.05
0.5,12,0.004464371332563767,0.002546722768181477,0.09877323410411787,0.05
0.5,12,0.006936092981635425,0.007488761564202558,0.07673798381076385,0.05
0.5,12,0.0035472669928969386,0.001178817141653881,0.11170757477647128,0.05
0.5,12,0.012982976191969208,0.015184937479050725,0.06376415594956115,0.05
0.5,12,0.00588571199529875,0.0063238597303831474,0.08085282152165749,0.05
0.5,12,0.01951995518050048,0.021954507812938874,0.05673037371935916,0.05
0.5,12,0.0012868535201448128,0.0015431976992634961,0.11784551216070777,0.05
0.5,12,0.007471072398541389,0.006822373715299117,0.06788740871754595,0.05
1.0,2,0.0012511772667545792,0.0014276316204347285,0.048648683931101395,0.05
1.0,2,0.0005347370237564996,0.0002682675857461605,0.06797847203268209,0.05
1.0,2,5.143967836507255e-05,0.0007483272617955935,0.21181819306893185,0.05
1.0,4,0.0011119041285244445,0.001203408660203659,0.06862366308733643,0.05
1.0,4,0.0016632689931103052,0.0016103508508259101,0.06791223311067494,0.05
1.0,4,0.000496041259173752,0.00031381330027354797,0.0965633370451073,0.05
1.0,4,0.00039414077698854866,0.0004389506029760334,0.12293415733461928,0.1
1.0,4,0.0014425529102188007,0.001456112162188695,0.062360873809673416,0.05
